IDInstituicao,NomeInstituicao,SiglaInstituicao,NomeMantenedora,RedeEnsino,TipoDeCategoriaAdministrativa,TIpoOrganizacaoAcademica,Endereco,NumEndereco,BairroEndereco,ComplementoEndereco,CEP
553,INSTITUTO DE ENSINO SUPERIOR DE FORTALEZA,IESF,ASSOCIACAO INTEGRADA DE ENSINO SUPERIOR DO NORDESTE,Privada,5,3,Rua Dona Leopoldina,912,Centro,- até 1419/1420,60110000.0
554,FACULDADE DE CIÊNCIAS DA SAÚDE DE SÃO PAULO,FACIS,CENTRO DE ENSINO SUPERIOR DE HOMEOPATIA IBEHE EIRELI,Privada,4,3,Rua Carlos Petit,401,Vila Mariana,Carlos Petit,4110001.0
555,FACULDADE DE TECNOLOGIA DE PONTA PORÃ,FATEP,UNIESP S.A,Privada,4,3,Rua Antônio João,1675,Centro,,79900000.0
556,FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA,SENAI,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,Privada,5,3,Rua Santo André,680,Boa Vista,,9572000.0
557,CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR,UNICESUMAR,CESUMAR - CENTRO DE ENSINO SUPERIOR DE MARINGA LTDA,Privada,4,2,Avenida Guedner,1610,Jardim Aclimação,,87050390.0
558,FACULDADE DE CIÊNCIAS SOCIAIS E APLICADAS DO PARANÁ,FACET,SOCIEDADE EDUCACIONAL DE CIENCIAS E TECNOLOGIA SC - ME,Privada,4,3,Rua Marechal Floriano Peixoto,470,Centro,,80010130.0
559,FACULDADE DE ADMINISTRAÇÃO MILTON CAMPOS,FAMC,CENTRO EDUCACIONAL DE FORMACAO SUPERIOR LTDA - CEFOS,Privada,5,3,Al Alameda Oscar Niemeyer,61,Vila da Serra,,34006056.0
560,FACULDADE SANTA RITA,FASAR,ENTIDADE MANTENEDORA DE ENSINO SANTA RITA LTDA,Privada,4,3,ESTRADA REAL KM 2,S/N,Área Rural Conselheiro Lafaiete,,36408899.0
561,FACULDADE EDUCACIONAL DA LAPA,FAEL,SOCIEDADE TECNICA EDUCACIONAL DA LAPA S/A,Privada,4,3,Rodovia Olívio Belich Km 33,580,Boqueirão,PR 427,83750000.0
562,FAL ESTÁCIO - FACULDADE ESTÁCIO DE NATAL,,ANEC - SOCIEDADE NATALENSE DE EDUCACAO E CULTURA LTDA,Privada,5,3,Rua Henrique Dias,s/n,Igapó,ZONA NORTE (RN),59104300.0
563,FACULDADE DE CIÊNCIAS CONTÁBEIS DE ASSIS,FCCA,UNIESP S.A,Privada,5,3,Avenida Doutor Dória,260,Vila Ouro Verde,,19816230.0
564,FACULDADE FLEMING,SEF,UNIESP S.A,Privada,5,3,Rua Dona Maria Uumbelina Couto,58,Bairro Guanabara,,13090110.0
565,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,IIES,CIESPT ENSINO SUPERIOR DE ITAPETININGA LTDA.,Privada,4,3,Rua Izolina de Morais Rosa,727,Vila Nastri,,18206320.0
566,FACULDADE GAMMON,,FUNDACAO GAMMON DE ENSINO,Privada,5,3,Rua Prefeito Jayme Monteiro,791,Centro,,19700000.0
567,CENTRO UNIVERSITÁRIO DE JALES,UNIJALES,ASSOCIACAO EDUCACIONAL DE JALES,Privada,5,2,Avenida Francisco Jales,1851,Loteamento Avenida,- de 1354/1355 a 199,15703200.0
568,CENTRO UNIVERSITÁRIO AMPARENSE,UNIFIA,"UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA",Privada,4,2,"Rodovia Sp 95, Km 46,5",s/n,Martírio,,13900000.0
569,INSTITUTO DE ENSINO SUPERIOR DO ACRE,IESACRE,UNIAO EDUCACIONAL DO NORTE LTDA,Privada,4,3,Travessa Ponta Porã,100,José Augusto,,69910100.0
570,CENTRO UNIVERSITÁRIO SÃO FRANCISCO DE BARREIRAS,,INSTITUTO AVANCADO DE ENSINO SUPERIOR DE BARREIRAS - IAESB,Privada,5,2,Avenida São Desidério,2440,Ribeirão,,47808180.0
571,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,UNIPINHAL,FUNDACAO PINHALENSE DE ENSINO,Privada,5,2,Avenida Hélio Vergueiro Leite,s/n,Jardim Universitário,,13990000.0
572,FACULDADE CNEC SANTO ÂNGELO,,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,Privada,5,3,Rua Professor Doutor João Augusto Rodrigues,471,Harmonia,,98801015.0
573,CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE,UNIANDRADE,ASSOCIACAO DE ENSINO CATEDRA,Privada,5,2,Rua Marumby,283,Campo Comprido,,81220090.0
574,CENTRO UNIVERSITÁRIO UNIC,,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,Privada,4,2,Avenida Manoel José de Arruda,3001,Jardim Europa,- de 2865/2866 a 355,78065443.0
575,FACULDADE NOSSA SENHORA APARECIDA,FANAP,ASSOCIACAO EDUCACIONAL NOSSA SENHORA APARECIDA - AENSA,Privada,5,3,"AV. PEDRO LUIZ RIBEIRO QD. 01, LT. 01",1,CONJUNTO BELA MORADA,CHÁCARA SANTO ANTÔNI,74920760.0
576,FACULDADE PADRÃO,PADRAO,CENTRO DE EDUCACAO E CULTURA DE GOINIA EIRELI,Privada,4,3,Rua Arapongas,70,Jardim Vila Boa,,74360210.0
577,FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO,PIO XII,ASS. DE ENSINO INTEGRADO E ORGANIZADO UNIVERSITARIO,Privada,5,3,Rua Bolivar de Abreu,48,Campo Grande,,29146330.0
578,Faculdade Doctum de Serra,DOCTUM,INSTITUTO ENSINAR BRASIL,Privada,5,3,Rua 1 D,80,Civit II,,29168064.0
579,FACULDADE BRASILEIRA,MULTIVIX VITÓRIA,EMPRESA BRASILEIRA DE ENSINO PESQUISA E EXTENSAO S/A - MULTIVIX,Privada,4,3,Rua José Alves,135,Goiabeiras,Vitória,29075080.0
580,Faculdade de Castelo - Multivix Castelo,Multivix Castelo,"MULTIVIX CACHOEIRO  ENSINO, PESQUISA E EXTENSAO LTDA",Privada,4,3,Avenida Nicanor Marques,245,Centro,,29360000.0
581,FACULDADE DE CIÊNCIAS CONTÁBEIS DE NOVA ANDRADINA - FACINAN,FACINAN,UNIESP S.A,Privada,5,3,Avenida Antônio Joaquim de Moura Andrade,910,Centro,,79750000.0
582,FACULDADE DE PEDAGOGIA,ANAEC,ASSOCIACAO NOVANDRADINENSE DE EDUCACAO E CULTURA,Privada,5,3,Avenida Eurico Soares Andrade,730,Centro,,79750000.0
583,FACULDADE DE EDUCAÇÃO DE COSTA RICA,FECRA,EVAIR GOMES NOGUEIRA - ME,Privada,5,3,Rua Ambrosina Paes Coelho,1054,Centro,,79550000.0
584,FACULDADE PROMOVE DE MINAS GERAIS,PROMOVE,SEIM - SOCIEDADE EDUCACIONAL IRMAOS MUNIZ LTDA,Privada,4,3,AVENIDA JOÃO PINHEIRO,164,CENTRO,,30130180.0
585,FACULDADE METODISTA GRANBERY,FMG,INSTITUTO METODISTA GRANBERY,Privada,5,3,Rua Batista de Oliveira,1.145,Granbery,,36010530.0
586,FACULDADE DE ADMINISTRAÇÃO DE ITABIRITO,FAI,FUNDACAO JOSE BONIFACIO LAFAYETTE DE ANDRADA,Privada,5,3,Rua Matozinhos,293,Matozinhos,,35450000.0
587,Centro Universitário FBV Wyden,UniFBV Wyden,ADTALEM EDUCACIONAL DO BRASIL LTDA,Privada,4,2,Avenida Jean Emile Favre,422,Imbiribeira,,51190540.0
588,FACULDADE DOM BOSCO,DOM BOSCO,CENTRO DE ENSINO SUPERIOR DE CASCAVEL LTDA,Privada,5,3,Avenida das Torres,500,Loteamento FAG,,85806095.0
589,FACULDADE DE CASCAVEL,,UNIAO DE ENSINO UNOPAR LTDA,Privada,4,3,Rua Rocha Pombo,2.005,Região do Lago 4,,85816540.0
590,FACULDADE BEZERRA DE ARAÚJO,FABA,CENTRO DE FORMACAO PROFISSIONAL BEZERRA DE ARAUJO LTDA.,Privada,4,3,Rua Viúva Dantas,501,Campo Grande,,23052090.0
591,CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE,UNI-RN,LIGA DE ENSINO DO RIO GRANDE DO NORTE,Privada,5,2,Rua Prefeita Eliane Barros,2000,Tirol,,59014540.0
592,FACULDADES INTEGRADAS URUBUPUNGÁ,FIU,ASSOCIACAO DE ENSINO E CULTURA URUBUPUNGA AECU,Privada,5,3,Avenida Coronel Jonas Alves de Mello,1.660,Centro,Térreo,15370000.0
593,INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,IESGF,AESGF ENSINO SUPERIOR DA GRANDE FLORIANOPOLIS LTDA,Privada,4,3,Rua Célio Veiga,220,Jardim Cidade de Florianópolis,Célio Veiga,88111320.0
594,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,ESTÁCIO RIBEIRÃO PRE,SOCIEDADE DE ENSINO SUPERIOR ESTACIO RIBEIRAO PRETO LTDA,Privada,4,2,"Rua Abrahão Issa Halack, 980, Ribeirânia.",980,Ribeirânia,,14096160.0
595,Centro Universitário Campo Limpo Paulista,UNIFACCAMP,INSTITUTO DE ENSINO CAMPO LIMPO PAULISTA LTDA,Privada,4,2,Rua Guatemala,167,Jardim América,,13231230.0
596,FACULDADE DO GUARUJÁ,FAGU,UNIESP S.A,Privada,4,3,Via Santos Dumont,3365,Jardim Boa Esperança,CAMPUS SEDE,11460006.0
597,INSTITUTO TAUBATÉ DE ENSINO SUPERIOR,I.T.E.S.,AESJC ENSINO SUPERIOR DE SAO JOSE DOS CAMPOS LTDA.,Privada,4,3,Avenida Dom Pedro I,3.575,Jardim Eulália,esquina com R. Antôn,12090000.0
598,FACULDADE DE ITÁPOLIS - FACITA,FACITA,ASSOCIACAO EDUCACIONAL E CULTURAL DE ITAPOLIS LTDA - EPP,Privada,4,3,Rua Mário de Souza Castro,200,Santa Mônica,,14900000.0
599,Faculdade Estácio Cotia,Estácio FAAC,"IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.",Privada,4,3,Rua Howard Archibaldi Acheson Júnior,393,Jardim da Glória,,6711280.0
600,FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA,FAIT,SOCIEDADE CULTURAL E EDUCACIONAL DE ITAPEVA S/S LTDA,Privada,4,3,Rodovia Francisco Alves Negrão (SP 258),Km 285,Pilão d'Água,,18412000.0
601,Faculdade de Tecnologia Senai Mario Amato,SENAI,SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,Privada,5,3,Avenida José Odorizzi,1555,Assunção,,9861000.0
602,Faculdade Álvares de Azevedo,FAATESP,FEPEC - FUNDACAO DE ENSINO E PESQUISA EM ENGENHARIA E CUSTOS LTDA,Privada,4,3,Avenida Paulista,302/306,Bela Vista,"Conjuntos 10,50,60,7",1310000.0
603,FACULDADE DE SANTO ANTONIO DA PLATINA,,UNIESP S.A,Privada,4,3,"Rodovia Br 153, Km 40",s/n,Pq. de Exposições Dr. Alício Dias dos Reis,,86430000.0
604,Centro Universitário de Adamantina,FAI,FACULDADES ADAMANTINENSES INTEGRADAS,Especial,7,2,Rua Nove de Julho,730/40,CENTRO,,17800000.0
605,Centro Universitário das Américas,CAM,SOCIEDADE EDUCACIONAL DAS AMERICAS LTDA,Privada,4,2,Rua Augusta,1520,Consolação,1508 a,1305100.0
606,FACULDADE DE EDUCAÇÃO E TECNOLOGIA IRACEMA,,CENTRO EDUCACIONAL DE QUALIFICACAO PROFISSIONAL E FORMACAO CONTINUADA CASTRO ALVES LTDA - ME,Privada,4,3,Avenida Nossa Senhora do Bom Conselho,351,Campo Limpo,,5763470.0
607,ESCOLA SUPERIOR DE MARKETING,ESM,SOCIEDADE RECIFENSE DE ESTUDOS DE CIENCIAS HUMANAS,Privada,5,3,Rua Benfica,126,Madalena,,50720001.0
608,Faculdade Estácio de Alagoas - Estácio FAL,ESTÁCIO FAL,"IREP SOCIEDADE DE ENSINO SUPERIOR, MEDIO E FUNDAMENTAL LTDA.",Privada,4,3,RUA PIO XII,70,JATIÚCA,UNIDADE JATIÚCA,57035560.0
609,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,FUNDACAO EDUCACIONAL DE FERNANDOPOLIS,Privada,5,3,Avenida Teotônio Vilela,s/n,Campus Universitário,,15600000.0
610,INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH,ITES,FUNDACAO EDUCACIONAL DE TAQUARITINGA - FETAQ,Privada,5,3,Praça Doutor Horacio Ramalho,159,Centro,e nº 187,15900000.0
611,INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR,IMMES,ASSOCIACAO EDUCACIONAL MATONENSE,Privada,5,3,Avenida Tiradentes,629,Centro,,15990185.0
612,FACULDADE BATISTA BRASILEIRA,FBB,CRUZADA MARANATA DE EVANGELIZACAO,Privada,5,3,Rua Altino Serbeto de Barros,174,Pituba,,41830492.0
613,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO",IF Goiano,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA GOIANO",Pública,1,4,Rua 88,"32, 34 e 3",Setor Sul,Esquina com a Rua 88,74085010.0
614,FACULDADE DE RIBEIRÃO PIRES,,UNIESP S.A,Privada,5,3,Rua Coronel Oliveira Lima,3345,Parque Aliança,,9404100.0
615,"FACULDADE DE CIÊNCIAS JURÍDICAS, GERENCIAIS E EDUCAÇÃO DE SINOP",,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,Privada,4,3,Avenida Alexandre Ferronato,955,Setor Industrial,- de 501/502 a 989/9,78557247.0
616,FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL,FAEF,SOCIEDADE CULTURAL E EDUCACIONAL DE GARCA S/S LTDA,Privada,4,3,Comandante João Ribeiro de Barros,s/n,Acesso a Garça km 1,SP 294,17400000.0
617,FACULDADE NOVO MILÊNIO,FNM,ASSOCIACAO DE ENSINO SUPERIOR DE CAMPO GRANDE LTDA - ME,Privada,4,3,Avenida Santa Leopoldina,840,Coqueiral de Itaparica,,29102040.0
618,Faculdade Projeção de Taguatinga Norte,FAPRO,GUATAG - SOCIEDADE DE ASSISTENCIA EDUCACIONAL LTDA,Privada,4,3,Area Especial 8 (Setor G Norte),S/N,Taguatinga Norte (Taguatinga),Setor Parte,72130004.0
619,FACULDADE DE AMERICANA,FAM,ASSOCIACAO EDUCACIONAL AMERICANENSE,Privada,5,3,Rua Joaquim Boer,733,Jardim Luciene,,13477360.0
620,TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS,TREVISAN,FACULDADE TREVISAN LTDA,Privada,4,3,Avenida Padre Antônio José dos Santos,1530,Cidade Monções,BERRINI,4563004.0
621,FACULDADES INTEGRADAS DE RONDONÓPOLIS,FAIR,FAIR EDUCACIONAL LTDA,Privada,4,3,Rua Arnaldo Estevao de Figueiredo,758,Centro,Letra A terreo 1º 2º,78700100.0
622,FACULDADE DE SUZANO,UNISUZ,UNIESP S.A,Privada,5,3,Rua José Correia Gonçalves,57,Centro,,8675130.0
623,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE MINAS GERAIS,FACISAMG,BAIAO CONSULTORIA & CONTABILIDADE LTDA,Privada,4,3,Avenida Tanus Saliba,468,CENTRO,,35675000.0
624,Centro Universitário Sudoeste Paulista,UniFSP,INSTITUICAO CHADDAD DE ENSINO LTDA,Privada,4,2,Avenida Professor Celso Ferreira da Silva,1001,Jardim Europa,,18707150.0
625,FACULDADE UNINASSAU VITÓRIA DA CONQUISTA,,INSTITUTO DE ENSINO SUPERIOR JUVENCIO TERRA LTDA - ME,Privada,4,3,Avenida Otávio Santos,132,Recreio,,45020750.0
626,FACULDADE TECSOMA,FATEC,INSTITUTO TECSOMA LTDA - ITEC,Privada,4,3,"Rodovia MG 188, KM 167",s/n,Fazendinha,Campus Fazendinha,38600000.0
627,FACULDADE EDUVALE DE AVARÉ,EDUVALE,ASSOCIACAO EDUCACIONAL DO VALE DA JURUMIRIM,Privada,5,3,Avenida Pref. Misael Euphrasio Leal,347,Jardim América,,18705050.0
628,FACULDADE DE APUCARANA,FAP,CESUAP CENTRO DE ENSINO SUPERIOR DE APUCARANA,Privada,5,3,Rua Osvaldo de Oliveira,600,Jardim Flamingos,,86811500.0
629,FACULDADE CAPIXABA DA SERRA,MULTIVIX SERRA,MULTIVIX SERRA - ENSINO PESQUISA E EXTENSAO LTDA,Privada,4,3,Rua Barão do Rio Branco,120,Colina de Laranjeiras,,29167172.0
630,ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DE PORTO ALEGRE,ESPM - POA,ASSOCIACAO ESCOLA SUPERIOR DE PROPAGANDA E MARKETING,Privada,5,3,Rua Guilherme Schell,350,Santo Antônio,,90640040.0
631,FACULDADE DE COMUNICAÇÃO E TURISMO DE OLINDA,FACOTTUR,SOEC SOCIEDADE OLINDENSE DE EDUCACAO E CULTURA,Privada,5,3,Av.Getúlio Vargas,1360,Bairro Novo,,53120010.0
632,FACULDADE COTEMIG,COTEMIG,SOCIEDADE TECNICA EDUCACIONAL DE MINAS GERAIS LTDA,Privada,4,3,Rua Santa Cruz,546,Barroca,,30431228.0
633,FACULDADE CECAP DO LAGO NORTE,CECAP,ASSOCIACAO PENINSULA NORTE DE EDUCACAO CIENCIA E CULTURA,Privada,5,3,Av. Paranoá Quadra 10 Conjunto 04 Lotes 10 e,11,PARANOÁ,,71571033.0
634,CENTRO UNIVERSITÁRIO FACISA,UNIFACISA,CESED - CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO LTDA,Privada,4,2,Avenida Senador Argemiro de Figueiredo,1901,Itararé,,58411020.0
635,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,FAG,FUNDACAO ASSIS GURGACZ,Privada,5,2,Avenida das Torres,500,Loteamento FAG,,85806095.0
636,FACULDADE MATER DEI,FMD,COLEGIO MATER DEI LTDA,Privada,4,3,Rua Mato Grosso,200,Centro,,85501200.0
637,FACULDADE BORGES DE MENDONÇA,FBM,SISTEMA DE ENSINO BORGES DE MENDONCA LTDA,Privada,4,3,Rua Santos Dumont,104,Centro,,88015020.0
638,FACULDADE ANHANGUERA DE OSASCO,,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Privada,4,3,Avenida dos Autonomistas,1325,Vila Campesina,,6020015.0
639,FACULDADE BATISTA DE MINAS GERAIS,FBMG,INSTITUTO PEDAGOGICO DE MINAS GERAIS LTDA,Privada,4,3,Rua Ponte Nova,665,Floresta,,31110150.0
640,FACULDADE DO VALE DO JAGUARIBE,FVJ,UNIAO DE EDUCACAO E CULTURA VALE DO JAGUARIBE LTDA,Privada,4,3,"Rodovia CE-040, Km 138",,Aeroporto,,62800000.0
641,CENTRO UNIVERSITÁRIO SOCIESC,,SOCIEDADE DE EDUCACAO SUPERIOR E CULTURA - SOCIESC S.A.,Privada,5,2,Rua Albano Schmidt,3333,Iririú,- de 3061 a 4469 - l,89227753.0
642,FACULDADES INTEGRADAS DE JAHU,FIJ,FUNDACAO EDUCACIONAL DR RAUL BAUAB-JAHU,Privada,5,3,Rua Tenente Navarro,642,CHACARA MIRAGLIA,,17207310.0
643,CENTRO UNIVERSITÁRIO DE SANTA FÉ DO SUL,UNIFUNEC,FUNDACAO MUNICIPAL DE EDUCACAO E CULTURA DE SANTA FE DO SUL,Pública,3,2,Avenida Mangará,477,JARDIM MANGARÁ,,15775000.0
644,INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO,ISERJ,FUNDACAO DE APOIO A ESCOLA TECNICA DO EST.RIO DE JANEIRO,Pública,2,3,Rua Mariz e Barros,273,Praça da Bandeira,,20270003.0
645,FACULDADE CAPIXABA DE NOVA VENÉCIA,MULTIVIX NOVA VENÉCI,"MULTIVIX NOVA VENECIA - ENSINO, PESQUISA E EXTENSAO LTDA",Privada,4,3,Rua Jacobina,165,São Francisco,,29830000.0
646,iCEV - Instituto de Ensino Superior,,GRUPO EDUCACIONAL SUPERIOR CEV LTDA,Privada,4,3,Rua Doutor José Auto de Abreu,2929,Morada do Sol,KENNEDY,64055260.0
647,CENTRO UNIVERSITÁRIO UBAENSE OZANAM COELHO,,SEGOC - SOCIEDADE EDUCACIONAL GOVERNADOR OZANAM COELHO LTDA,Privada,4,2,Rua Dr. Adjalme da Silva Botelho,20,Seminário,,36500000.0
648,FACULDADE VISCONDE DE CAIRÚ,FAVIC,FUNDACAO VISCONDE DE CAIRU,Privada,5,3,RUA DO SALETE,50,BARRIS,,40070200.0
649,CENTRO UNIVERSIÁRIO UNIFTC,,INSTITUTO MANTENEDOR DE ENSINO SUPERIOR DA BAHIA LTDA - ME,Privada,4,2,Rua Ubaldino Figuera,200,Exposição,,45020510.0
650,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,UNASP,INSTITUTO ADVENTISTA DE ENSINO,Privada,5,2,Estrada de Itapecerica,5859,Jardim IAE,,5858001.0
651,FACULDADE CASA BRANCA,FACAB,SOCIEDADE CIVIL DE EDUCACAO CASA BRANCA S/S LTDA - ME,Privada,4,3,Rodovia Sp 340 - Km 240,s/n,Rodovia,Rodovia Casa Branca,13700000.0
652,FACULDADE DE GUARANTÃ DO NORTE,UNIFAMA,UNIFAMA - UNIAO DAS FACULDADES DE MATO GROSSO LTDA,Privada,4,3,Rua Jequitibá,40,Aeroporto,,78520000.0
653,FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA,FCARP,FUNDACAO ARCO IRIS DE ARAPUTANGA,Privada,5,3,AVENIDA 23 DE MAIO,S/N,CENTRO,,78260000.0
654,FACULDADES INTEGRADAS SÃO PEDRO,FAESA,ASSOCIACAO EDUCACIONAL DE VITORIA,Privada,5,3,Rua Alsemo Serrat,199,Monte Belo,CEP 20935-250,29010200.0
655,Faculdade Martha Falcão Wyden,FMF Wyden,INSTITUTO DE ENSINO SUPERIOR DA AMAZONIA LTDA,Privada,4,3,Rua Natal,300,Adrianópolis,FACULDADE MARTHA FAL,69057090.0
656,Faculdades EST,EST,INSTITUICAO SINODAL DE ASSISTENCIA EDUCACAO E CULTURA,Privada,5,3,Rua Amadeo Rossi,467,Morro do Espelho,,93030220.0
657,FACULDADE JOSÉ LACERDA FILHO DE CIÊNCIAS APLICADAS,FAJOLCA,"ASSOCIACAO VALE IPOJUCA DE EDUCACAO, CIENCIA E CULTURA",Privada,5,3,Avenida Francisco Alves de Souza,500,Centro,,55590000.0
658,FACULDADE SANTA HELENA,FSH,ASSOCIACAO SECULO XXI DE EDUCACAO CIENCIA E CULTURA,Privada,5,3,Avenida Caxangá,990,Madalena,- de 892 a 2200 - la,50711000.0
659,FACULDADES INTEGRADAS IPEP,FIPEP,INSTITUTO PAULISTA DE ENSINO E PESQUISA-IPEP,Privada,5,3,Rua Pirapitingui,186,Liberdade,,1508020.0
660,FACULDADE ESAMC CAMPINAS,ESAMC,CENTRO DE ESTUDOS DE ADMINISTRACAO E MARKETING CEAM LTDA,Privada,4,3,Rua José Paulino,1345,Centro,,13013001.0
661,FACULDADE PENTÁGONO - FAPEN,FAPEN,INSTITUTO OCTOGONO DE ENSINO SUPERIOR SS LTDA - ME,Privada,4,3,Rua Cel Fernando Prestes,326,Centro,,9020110.0
662,CENTRO UNIVERSITÁRIO SUMARÉ,,INSTITUTO SUMARE DE EDUCACAO SUPERIOR ISES LTDA,Privada,4,2,Avenida Doutor Arnaldo,1753,Sumaré,- de 601/602 ao fim,1255000.0
663,FACULDADE CASTRO ALVES,FCA,EMPREENDIMENTOS DE EDUCACAO CASTRO ALVES LTDA,Privada,4,3,R. Marechal Andréia,359,Pituba,,41820090.0
664,FACULDADE DE CALDAS NOVAS,UNICALDAS,SOCIEDADE DE ENSINO DE CALDAS NOVAS LTDA - ME,Privada,4,3,"AVENIDA PORTAL DO LAGO, QUADRA 09",01 A 28,LOTEAMENTO PORTAL DO LAGO,,75690000.0
665,Centro Universitário Dinâmica das Cataratas,UDC,UNIAO DINAMICA DE FACULDADES CATARATAS UDC LTDA,Privada,4,2,Avenida Paraná,5.661,Vila A,,85868030.0
666,FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS,FAIND/SJP,INSTITUTO EUVALDO LODI NUCLEO REGIONAL DO PARANA,Privada,5,3,Avenida Rui Barbosa,5881,Afonso Pena,,83040550.0
667,FACULDADE ADELMAR ROSADO,FAR,"SOCIEDADE PIAUIENSE DE EDUCACAO,CIENCIAS E TECNOLOGIA LTDA - ME",Privada,4,3,Rua Gonçalo Cavalcante,2858,Cabral,,64000600.0
668,INSTITUTO DE CIÊNCIAS SOCIAIS E HUMANAS,ICSH,CENTRO DE ENSINO SUPERIOR DO BRASIL,Privada,4,3,"Rua 17, Quadra 47",18 a 20,Jardim Oriente,"(Quadras 36,37,47,48",72870215.0
669,FACULDADE DE PIMENTA BUENO,FAP,SOCIEDADE PIMENTENSE DE EDUCACAO E CULTURA LTDA,Privada,4,3,Avenida Castelo Branco,780,Centro,,76970000.0
670,FACULDADE DE PIRACANJUBA,FAP,CENTRO DE ENSINO SUPERIOR DE PIRACANJUBA EIRELI,Privada,4,3,Avenida Amym Daher,s/n,Setor Norte,Esquina c/ Rod. GO-2,75640000.0
671,FACULDADE DO CENTRO LESTE,UCL,UCL - ENSINO SUPERIOR UNIFICADO CENTRO LESTE,Privada,4,3,Rodovia ES-010,S/N,Manguinhos,"KM 6,5",29164254.0
672,Faculdade Área1 Wyden,Área1 Wyden,ADTALEM EDUCACIONAL DO BRASIL LTDA,Privada,4,3,Av. Luis Viana Filho,3172,Imbuí,Paralela,41720200.0
673,FACULDADE DOIS DE JULHO,F2J,FUNDACAO DOIS DE JULHO,Privada,5,3,Avenida Leovigildo Filgueiras,81 a 85,Garcia,,40100000.0
674,FACULDADE ANHANGUERA DE JUNDIAÍ,,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,Privada,4,3,Rua do Retiro,3.000,Vila das Hortências,- de 1746/1747 ao fi,13209355.0
675,FACULDADE DE PRIMAVERA,CESPRI,CENTRO DE ENSINO SUPERIOR DE PRIMAVERA -CESPRI,Privada,5,3,Rua Diamantina,s/n,Distrito de Primavera,Quadra 132,19274000.0
676,CENTRO UNIVERSITÁRIO SÃO LUCAS,UniSL,CENTRO DE ENSINO SAO LUCAS LTDA,Privada,4,2,Rua Alexandre Guimarães,1927,Areal,CAMPUS  - PORTO VELH,76804373.0
677,FACULDADE CNEC CAMPO LARGO,,CAMPANHA NACIONAL DE ESCOLAS DA COMUNIDADE,Privada,5,3,Rua Rui Barbosa,541,Centro,Prédio Escolar,83601140.0
678,CENTRO UNIVERSITÁRIO TOLEDO,UNITOLEDO,SOCIEDADE DE ENSINO SUPERIOR TOLEDO LTDA.,Privada,4,2,Rua Antonio Afonso de Toledo,595,Jardim Sumaré,POLO NA SEDE,16015270.0
679,CENTRO UNIVERSITÁRIO CURITIBA,UNICURITIBA,ADMINISTRADORA EDUCACIONAL NOVO ATENEU S/S LTDA,Privada,4,2,Rua Chile,1678,Rebouças,Prédio,80220181.0
680,FACULDADES DE DRACENA,,FUNDACAO DRACENENSE DE EDUCACAO E CULTURA,Pública,3,3,AV. ALCIDES CHACON COUTO,395,METROPOLE,,17900000.0
681,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,SOCIEDADE DE DESENVOLVIMENTO CULTURAL DO AMAZONAS S.A. - SODECAM,Privada,4,2,Av. Getúlio Vargas,604,centro,,69020010.0
